fax,name,url,phone,address,email
 ,    O'Brien Planning & Building Consultants ,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1871/0, ,"A.E.S. Building,Upper Mell,Drogheda,Co. Louth",  
 ,    D O'Sullivan Consulting Engineers,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/183/0,053 9489888,"Beara House,11 Cluainin,Gorey,Co. Wexford",  
 ,    Focus Plus Ltd.,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1830/0, ,"No. 3 Arbourfield House,Dundrum Business Park,Dundrum Road,Dublin 14",  
 0404 64164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1832/0,0404 64123,"Suite 14, Block 1,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,  John Paul Grufferty,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/185/0,0876935080,"Beechwood House,Athy ,Co.Kildare, ",  
 ,    Dreyer Associates Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1828/0,040442818,"Ballylusk,Ashford,Co. Wicklow, ",  
 ,  Jerome Anglin,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1835/0,086-8494657,"44 Meath Road,Bray,Co.Wicklow, ",  
 ,    ESB Telecoms Ltd,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/184/0, ,"c/o Helen Shaughnessy,43 Merrion Square East,Dublin 2 ,D02 R997",  
 ,"  Martin McGuire,",http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1821/0, ,"Bawnmore,,Claregalway,,Co. Galway., ",  
 ,  Liam Kenna,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1845/0, ,"Moneystown,Roundwood,Co. Wicklow, ",  
 ,    MCD Civil Engineering Consultants Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1834/0, ,"Stanhope Street,Athy,Co. Kildare, ",  
,  John O'Hanlon,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1841/0,,"69 Lower Main Street,,Arklow,Co. Wicklow, ",
040464164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1836/0,0404 64123,"Suite 14 ,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,  Liam Kenna,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1844/0, ,"Moneystown,Roundwood,Co. Wicklow, ",  
 0404 64164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1840/0,0404 64123,"Suite 14, Block 1,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,"  Padraic Durkan & Associates,",http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1820/0,071 9630037,"Main Street,,Elphin,,Co. Roscommon., ",  
 ,    Aleyn Chambers Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1837/0, ,"No 30 Castleyard Offices,20/21 St Patricks Road,Dalkey,Co. Dublin",  
 ,    Rob Healy & Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1839/0, ,"Yoletown,Ballycullane,New Ross,Co. Wexford",  
 ,  Derek Gallagher Planning & Design,http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/182/0, ,"Ballinvalley,Lavagh,Ballymote,Co. Sligo",  
040464164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1838/0,0404 64123,"Suite 14 ,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,  Brendan Kelly,http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1819/0, ,"BK Engineering Design,,Abbey Street,,Ballyhaunis,,Co. Mayo.",  
 ,    Arc Design Architectural Consultants,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1854/0,2010377,"Willow Grove ,Delgany ,Co. Wicklow , ",  
01 2873521,    bba Architecture,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1852/0,01 2876949,"Suite 3 Eden Gate Centre,Delgany,Co. Wicklow, ",  
 ,    Dreyer Associates Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/184/0,040442818,"Ballylusk,Ashford,Co. Wicklow, ",  
 ,    Downey Planning,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1851/0,01 2530220,"1 Westland Square,Pearse Street,Dublin 2, ",  
 ,  Michael Lane,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1849/0, ,"Lane Planning & Design,34 Garden Village Crescent,Kilpedder,Co. Wicklow",  
 0404 64164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1850/0,0404 64123,"Suite 14, Block 1,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,  Ian Heffernan,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1848/0, ,"Cnoc Dubh,Ballymanus Lower,Blackhill, Glenealy,Co. Wicklow",  
 ,"Mr Thomas G Flynn,",http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1818/0, ,"Ballinvilla,,Croghan,,Boyle,,Co. Roscommon.",  
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1847/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
,C/O LESLIE COLTON,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1825/0,057 8625448,"UNDERHILL,RATHMORE ,STRADBALLY, CO LAOIS",  
 ,    MURPHY & MCGERR ARCHITECTURE LTD.,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1824/0,09064 60006,"NO. 6 CENTRE COURT,BLYRY BUSINESS & COMMERCIAL PARK,ATHLONE ,CO. WESTMEATH",  
 ,    MPBA Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/185/0, ,"5 Stable Lane,Bray,Co. Wicklow, ",  
01 2051149,    SBA Architectural Services,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1862/0,01 2051130,"D13 Nutgrove Office Park,Nutgrove Avenue,Dublin 14, ",
01 2051149,    SBA Architectural Services,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1861/0,01 2051130,"D13 Nutgrove Office Park,Nutgrove Avenue,Dublin 14, ",
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/18610556/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
0402 32517,    Deane Turner Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1859/0,0404 32516,"Block 6, Suite A,Broomhall Business Park,Rathnew,Co. Wicklow",  
01 2873521,    bba Architecture,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1853/0,01 2876949,"Suite 3 Eden Gate Centre,Delgany,Co. Wicklow, ",  
 ,    SK Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1858/0,0402 94680,"Rednagh Road,Aughrim,Co. Wicklow, ",  
057 9354687,C/O FRANK MURRAY,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1823/0,057 9354552,"MURRAY ARCHITECTURAL SERVICES,PALLAS PARK,BLUEBALL, TULLAMORE,CO. OFFALY",  
 ,    SK Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1856/0,0402 94680,"Rednagh Road,Aughrim,Co. Wicklow, ",  
 ,"  C/O EGAN MULREADY & ASSOCIATES LTD.,",http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1821/0,090-64-90643,"27A PEARSE STREET,ATHLONE,CO. WESTMEATH, ",  
 ,  C/O DAVID MCGUINNESS,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1822/0, ,"21 SLIABH RUA,MOATE,CO. WESTMEATH, ",  
 ,    Sutton Design Studio,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1843/0,0404 64078,"Unit T2 The Enterprise Centre,Wicklow, , ",  
 ,    C/O FINGLETON WHITE,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1819/0,05786 65400,"BRIDGE STREET CENTRE,PORTLAOISE, CO. LAOIS, , ",  
 ,  C/O JOHN MADDEN & ASSOCIATES,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1820/0,044-9344347,"BLACKHALL STREET,MULLINGAR,CO. WESTMEATH, ",  
 ,c/o    Plan A Design,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1827/0,091 591002,"Garraí Creige,Stripe,Furbo,Co Galway",  
,    Colum O'Broin & Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1829/0,,"The Studio,Kircullen,Kinlen Road,Greystones Co. Wicklow",
 ,c/o Shane Joyce,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1825/0, ,"Main Street,Clifden H71 R670,Co. Galway, ",  
 ,"  C/O PATRICK LITTLE, AXIS ARCHITECTURE",http://www.eplanning.ie/OffalyCC/AppFileRefDetails/182/0,057-93-29628,"19 HIGH STREET,TULLAMORE,CO. OFFALY, ",  
01 296 4676,    SLR Consulting Ireland,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1857/0,01 296 4667,"7 Dundrum Business Park,Windy Arbour,Dublin 14, ",  
 ,  c/o Eamon Gavin,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1824/0,094-9548957,"Corr na Mona ,Co. Galway , , ",  
,architect Luis  Reis,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/187/0,,"Sintra,The Triangle,Herbert Road,Bray, Co. Wicklow",
 ,    5D Architecture,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1871/0, ,"Unit 3, ,Village Mill Enterprise Park,Rathnew,Co. Wicklow",  
 ,c/o    Plan A Design,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1826/0,091 591002,"Garraí Creige,Stripe,Furbo,Co Galway",  
0404 45410,  David Merrigan,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1869/0,0404 45410,"Glendale,Laragh East,Co. Wicklow., ",  
,  John O'Hanlon,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1870/0,,"69 Lower Main Street,,Arklow,Co. Wicklow, ",
 ,    OTE Solutions,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1866/0,0402-22263,"Dublin Road,Arklow,Co. Wicklow, ",  
,c/o Mr Cyril J Kelly,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1823/0,091 758530,"Unit 29 ,Kilkerrin Park,Liosbaun, Tuam Rd,Galway",
 ,    MCOH Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1863/0,057 8622566,"Old Church,Church Street,Portlaoise,Co. Laois",  
01 2870109,    PD Lane & Associates ,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1864/0,01 2876697,"1 Church Road,Greystones,Co. Wicklow, ",  
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1880/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
0402 39338,    J P Byrne & Partners ,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1831/0,0402 39656,"3 Bridgewater,North Quay,Arklow,Co. Wicklow",  
045 404942,    Flynn Design Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1879/0,045 404910,"Donard,Co. Wicklow, , ",  
053 9139689,    Paul O'Brien Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1878/0,053 91 39688,"Seaview,Forth Mountain,Wexford, ",  
,  Gerard Higgins & associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1874/0,,"Consulting Engineer,Twomilewater,Wicklow",
 ,    Joe Fallon Architectural Design Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1873/0,087 2566808,"1A Ryland Street,Bunclody,Co. Wexford, ",  
 ,c/o   Sean Dockry & Associates,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1822/0,091 568522,"2nd Floor, Corbett House,,Shoe Maker Lane,,Edward Square,,Galway",  
 ,  Liam Kenna,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1875/0, ,"Moneystown,Roundwood,Co. Wicklow, ",  
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1876/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
 ,  Corbwell Design C/o,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1820/0,0818332200,"Unit 17,Claregalway Corporate Park,Claregalway,Co Galway",  
,c/o   ETM Chartered Engineers,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1819/0,,"Oughterard,Co. Galway, , ",
01/2889747,    Auveen Byrne & Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/189/0,01/2831611,"Lioscarran House,32 Dale Road,Kilmacud, Stillorgan,Co Dublin",  
 ,    anca Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/188/0,0868494657,"Lonsdale,44 Meath Road,Bray,Co. Wicklow",  
09066449034,  Malachy Cullen,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/182/0,0906420364,"Old Bridge House,Strand Street,Athlone,Co. Westmeath",  
 ,    Studio Red Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1872/0,01 4410001,"Office 5,,64 Dame Street,Dublin 2, ",  
 ,  Corbwell Design C/o,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1821/0,0818332200,"Unit 17,Claregalway Corporate Park,Claregalway,Co Galway",  
01 2051149,    SBA Architectural Services,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1886/0,01 2051130,"D13 Nutgrove Office Park,Nutgrove Avenue,Dublin 14, ",
01 2051149,    SBA Architectural Services,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1887/0,01 2051130,"D13 Nutgrove Office Park,Nutgrove Avenue,Dublin 14, ",
059 9426812,    Buttle Design & Planning Consultants Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1885/0,053 9426961,"Main Street,Carnew,Co. Wicklow, ",
 ,    Hughes Planning & Development Consultant,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1889/0,01 5334211,"The Mash House,Distillery Road,Dublin 3, ",  
 ,  John Hobson,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1867/0,059 6473209,"Barraderry House,Kiltegan,Co. Wicklow, ",  
0429331832,  P. Herr & Associates,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1837/0,0429330019,"Civil Engineers & Building Surveyors,2 Jocelyn Place,Dundalk,Co. Louth",  
0402 28868,  Ronnie Jacob,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1882/0,0402 28862,"Unit 18 Riverside Business Centre,Tinahely,Co. Wicklow, ",  
 ,    Padraig Smith Partnership,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1884/0, ,"The Red House,Market Square,Wicklow Town,Co. Wicklow",  
,  Ostick & Williams Architects,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1835/0,,"14 Edgewater Rd,Belfast BT3 9JQ",
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1881/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
 ,    EHP Services,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1833/0, ,"154 Riverside Drive,Red Barns Road,Dundalk,Co. Louth",  
 ,    Mc Aulay Rice Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1883/0, ,"First Floor, Green Tree House,Fitzwilliam Square,Wicklow Town,Co. Wicklow",  
0429331832,    P. Herr & Associates ,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1834/0,0429330019,"2 Jocelyn Place,Dundalk,County Louth, ",  
 ,  Aidan  Geraghty,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1832/0,041-9826303,"Greenlanes,Dromin, Dunleer,Co. Louth, ",  
01/2889747,    Auveen Byrne & Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1827/0,01/2831611,"Lioscarran House,32 Dale Road,Kilmacud, Stillorgan,Co Dublin",  
,  OSTICK & WILLIAMS LTD,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1836/0,,"14 EDGEWATER ROAD,BELFAST BT3 9JQ,N.I",
041-6856482,    A1 Design Services,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1829/0,041-6856482,"Millockstown,Ardee,Co Louth, ",  
, John Keogh,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1824/0,,"Ballyconnell,,Tullow,,Co Carlow.",
 ,  Ian Heffernan,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1888/0, ,"Cnoc Dubh,Ballymanus Lower,Blackhill, Glenealy,Co. Wicklow",  
 ,  Richard & John Butler,http://www.eplanning.ie/LouthCC/AppFileRefDetails/183/0, 0416855247,"Dromard,Killanny,Carrickmacross,Co. Monaghan",  
 ,    Ger Kelly Architectural Services,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1823/0, ,"Ballyknockan,Valleymount,Co. Wicklow, ",  
 ,  Stephen O'Hanrahan,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1831/0, ,"27 Point Road,Dundalk,Co. Louth, ",  
 ,    Mc Aulay Rice Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1820/0, ,"First Floor, Green Tree House,Fitzwilliam Square,Wicklow Town,Co. Wicklow",  
 ,    Macro Architecture & Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1896/0, ,"13 Richmond Cottages,Dublin 1, , ",  
,    McKevitt Architects,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1830/0,,"50 North Road,Drogheda,Co Louth, ",
, John Flynn,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/182/0,,"Stylebawn,Kilmacanogue,Bray,Co. Wicklow",
 ,    GVA Planning,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1822/0,016618500,"4th Floor,2-4 Merrion Row,Dublin 2,D02 YD99",  
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1894/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
 0404 64164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1895/0,0404 64123,"Suite 14, Block 1,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,    Stephen Newell,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1891/0,01-2864791,"Jollylands,Ballycorus Road,Kilternan,Dublin 18",  
087 52804557,  Conor  Moriarty ,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/183/0, ,"13 Bushfield ,Ballinabranagh ,Co.Carlow , ",  
 ,  Eamonn O'Connor,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1892/0, ,"Tullylost Grange,Tullylost,Rathangan,Co. Kildare",  
 ,    ESB Telecoms Ltd,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1824/0, ,"c/o Helen Shaughnessy,43 Merrion Square East,Dublin 2 ,D02 R997",  
 ,Mr Richard Sinnott,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1822/0,054 77603,"Clonogan,Clonegal,Enniscorthy, Co. Wexford",  
 ,    P.D.S.,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1821/0,086 8124305,"Lismard House,Tullow Street,Carlow, ",  
 ,    John Taylor Architect Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1819/0, ,"39 North Avenue,Mount Merrion,Co. Dublin, ",  
 ,    ENGIE,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1823/0, ,"Mynydd Awel,Mold Business Park,Mold ,Flintshire, CH7 1XN UK",  
 ,  Aidan Kelly,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1818/0, ,"Molough,Newcastle,Clonmel,Co.Tipperary",  
,    plan 8 architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1893/0, ,"Church Road,Delgany,Co. Wicklow,A63 K710",  
 ,    Studio Red Architects,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1817/0, ,"Office 5,64 Dame Street,Dublin 2, ",  
,  Gaynor Architectural & Design Services ,http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1813/0,,"Fallon Avenue,,Roscommon,,Co. Roscommon.",
 ,"    Dolan & Associates, ",http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1811/0, ,"Teach Mhuire, ,Church Street, ,Ballinasloe, Co. Galway., ",  
01 276 5663,    Kavanagh Ryan Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1890/0,01 276 5661,"Unit 48 The Egan Centre,Dargle Road,Bray,Co. Wicklow",  
 ,"  C/O PATRICK LITTLE, AXIS ARCHITECTURE",http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1816/0,057-93-29628,"19 HIGH STREET,TULLAMORE,CO. OFFALY, ",  
 ,  NICOLA RYAN,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1814/0,01-441 0001,"STUDIO RED ARCHITECTS,OFFICE 5,64 DAME STREET, DUBLIN 2, ",  
 ,  Stephen Dowds,http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/1812/0, ,"5, Mary Street,Galway, , ",  
 ,    Gerard Higgins & Associates,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1821/0,0404 69641,"Twomilewater,Wicklow,Co. Wicklow, ",  
 ,  PADRAIG CONNELL,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1812/0,090 6477881,"2 FAIRVIEW TERRACE,GARDEN VALE,ATHLONE,CO. WESTMEATH",  
 ,  PADRAIG CONNELL,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1811/0,090 6477881,"2 FAIRVIEW TERRACE,GARDEN VALE,ATHLONE,CO. WESTMEATH",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/185/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,  Christopher Kinghan & Associates  ,http://www.eplanning.ie/RoscommonCC/AppFileRefDetails/181/0, ,"Chartered Building Surveyors,Feahoe,Coolderry P O,Carrickmacross, Co. Monaghan",  
,C/O LESLIE COLTON,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1815/0,057 8625448,"UNDERHILL,RATHMORE ,STRADBALLY, CO LAOIS",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/183/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/184/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,  Consultancy Carroll,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1817/0,094 9253742,"Bridge Street,Swinford,Co. Mayo, ",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/182/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,    The Planning Partnership,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1816/0,094-9010109 ,"McHale Retail Park,Castlebar,Co. Mayo, ",  
 ,  C/O JOHN MADDEN & ASSOCIATES,http://www.eplanning.ie/OffalyCC/AppFileRefDetails/1810/0,044-9344347,"BLACKHALL STREET,MULLINGAR,CO. WESTMEATH, ",  
023 8854907,    Concept Design,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1818/0,023 8854904/5,"16, North Main Street,,Bandon,,Co. Cork., ",  
 ,  c/o Keith Hevican,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1815/0, ,"Gray Office Park,Galway Retail Park,Headford Road,Galway",  
 ,  c/o Maire Ni Cheannabhan,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/181/0,091-593466,"Na hAille,Indreabháin,Co. na Gaillimhe, ",  
,"    McElroy Associates,",http://www.eplanning.ie/LongfordCC/AppFileRefDetails/186/0,,"72 Haddington Road,,Ballsbridge,,Dublin 4., ",
,    McGahon Architects Ltd,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1828/0,0429334677,"19 Jocelyn St,Dundalk, Co. Louth, , ",
,"c/o Niall J. Kearns & Company, Architects",http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1814/0,091 577935,"Unit 6,Dun Eibhir,Na Forbacha,Co. na Gaillimhe",  
 ,    ODM,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1826/0, ,"Wesley House,Jocelyn Street,Dundalk,Co Louth",  
 ,  PHILIP NEASY,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1827/0,042/9374043,"MULLACREW,LOUTH VILLAGE,DUNDALK,CO LOUTH",  
 ,  James O Donnell,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1812/0, ,"Suite 3,Third Floor, Ross House,Victoria Place,Eyre Square, Galway",  
 ,    Foster Associates,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1822/0, ,"Dean Hill,Hayes,Navan,Co Meath",  
 ,c/o  David Donlon,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1813/0, ,"Knockatee,Dunmore,Co. Galway, ",  
091-788715,    c/o Associated Design Ireland Ltd,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/1811/0,091-788730,"Oranmore House,Oranmore,Co. Galway, ",  
 ,  Joseph  O'Doherty,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1824/0, ,"The Strand Field,Belluragn,Dundalk,County Louth",  
 0404 64164,    Alphaplan Design,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1817/0,0404 64123,"Suite 14, Block 1,Broomhall Business Park,Rathnew,Co. Wicklow",  
 ,    O`Brien Planning & Building Consultants ,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1823/0, ,"A.E.S. Building,Upper Mell,Drogheda,A92 C9XN",  
01 2873521,    bba Architecture,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1816/0,01 2876949,"Suite 3 Eden Gate Centre,Delgany,Co. Wicklow, ",  
 ,    Granville Design Service,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1814/0, ,"Granville Road,Dun Laoghaire,C. Dublin, ",  
0429331832,  P.  Herr & Associates ,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1820/0,0429330019,"2 Jocelyn Place, ,Dundalk,County Louth, ",  
 ,    COB+P Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1815/0,,"The Studio,Kircullen,Kinlen Road, Greystones,Co. Wicklow",  
,    Gilroy McMahon Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1813/0,01 4976712,"Ormond Terrace,177 Rathmines Road Lower,Rathmines,Dublin 6",
,  DECLAN FLOOD,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1819/0,042 9341571,"38 Seafield Lawns,Dundalk, Co. Louth, ",
, BERNARD DOWDALL,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1825/0,,"CARRICKEDMOND,KILCURRY,DUNDALK,CO LOUTH",
,architect Luis  Reis,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1812/0,,"Sintra,The Triangle,Herbert Road,Bray, Co. Wicklow",
 ,C/o   Hanley-Taite Design Partnership,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1817/0, ,"Virginia Shopping Centre,Virginia,Co Cavan, ",  
 ,    Brady Hughes Consulting,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1821/0,0419839379,"26 Magdalene Street,Drogheda,Co. Louth, ",  
,C/o Michael Hetherton,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1815/0,,"Unit 3,Cavan Street,Oldcastle,Co Meath",
014430585,    Project Design Architects,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1811/0,016572973,"Unit 1 Beech Court Business Park,Kilcoole ,Co. Wicklow, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1816/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
